(7, '54', 'Secundaria', 'casada', 'Estrato: 2', 'femenino', '4.9', 'Region_1')
(44, '21', 'Secundaria', 'soltera', 'Estrato: 2', 'femenino', '1.5', 'Region_3')
(126, '21', 'Secundaria', 'divorciada', 'Estrato: 3', 'masculino', '1.3', 'Region_3')
(129, '28', 'Secundaria', 'divorciada', 'Estrato: 4', 'masculino', '1.3', 'Region_3')
(322, '48', 'Profesional', 'divorciada', 'Estrato: 2', 'femenino', '1.3', 'Region_3')
(306, '24', 'Primaria', 'casada', 'Estrato: 3', 'femenino', '1.0', 'Region_3')
(243, '59', 'Secundaria', 'divorciada', 'Estrato: 2', 'femenino', '5.0', 'Region_4')
(60, '75', 'Primaria', 'casada', 'Estrato: 3', 'femenino', '4.9', 'Region_4')
(491, '59', 'Profesional', 'casada', 'Estrato: 2', 'masculino', '4.9', 'Region_4')
(159, '55', 'Profesional', 'soltera', 'Estrato: 3', 'masculino', '4.6', 'Region_4')
(308, '30', 'Secundaria', 'divorciada', 'Estrato: 2', 'femenino', '4.4', 'Region_4')
(22, '51', 'Secundaria', 'casada', 'Estrato: 2', 'no binario', '4.3', 'Region_4')
(70, '79', 'Secundaria', 'casada', 'Estrato: 2', 'femenino', '4.3', 'Region_4')
(256, '56', 'Secundaria', 'casada', 'Estrato: 3', 'femenino', '4.2', 'Region_4')
(453, '36', 'Profesional', 'casada', 'Estrato: 3', 'femenino', '4.2', 'Region_4')
(108, '62', 'Profesional', 'viuda', 'Estrato: 1', 'femenino', '4.1', 'Region_4')
(213, '30', 'Secundaria', 'divorciada', 'Estrato: 1', 'femenino', '4.1', 'Region_4')
(454, '50', 'Secundaria', 'casada', 'Estrato: 3', 'masculino', '4.1', 'Region_4')
(96, '70', 'Profesional', 'divorciada', 'Estrato: 2', 'no binario', '4.0', 'Region_4')
(145, '38', 'Secundaria', 'casada', 'Estrato: 3', 'femenino', '4.0', 'Region_4')
(319, '74', 'Profesional', 'soltera', 'Estrato: 3', 'masculino', '4.0', 'Region_4')
(433, '63', 'Secundaria', 'casada', 'Estrato: 3', 'femenino', '4.0', 'Region_4')
(434, '53', 'Secundaria', 'soltera', 'Estrato: 1', 'masculino', '4.0', 'Region_4')
(17, '65', 'Secundaria', 'divorciada', 'Estrato: 2', 'femenino', '3.9', 'Region_4')
(36, '70', 'Secundaria', 'divorciada', 'Estrato: 2', 'femenino', '3.9', 'Region_4')
(53, '58', 'Secundaria', 'casada', 'Estrato: 4', 'femenino', '3.9', 'Region_4')
(193, '50', 'Secundaria', 'casada', 'Estrato: 1', 'femenino', '3.9', 'Region_4')
(377, '69', 'Secundaria', 'casada', 'Estrato: 1', 'femenino', '3.9', 'Region_4')
(51, '40', 'Profesional', 'casada', 'Estrato: 2', 'femenino', '3.8', 'Region_4')
(169, '69', 'Secundaria', 'divorciada', 'Estrato: 2', 'masculino', '3.8', 'Region_4')
(30, '49', 'Secundaria', 'casada', 'Estrato: 1', 'femenino', '3.7', 'Region_4')
(123, '44', 'Profesional', 'divorciada', 'Estrato: 2', 'femenino', '3.7', 'Region_4')
(202, '61', 'Secundaria', 'divorciada', 'Estrato: 3', 'masculino', '3.7', 'Region_4')
(291, '18', 'Profesional', 'casada', 'Estrato: 3', 'masculino', '3.7', 'Region_4')
(367, '47', 'Profesional', 'divorciada', 'Estrato: 2', 'femenino', '3.7', 'Region_4')
(466, '24', 'Secundaria', 'soltera', 'Estrato: 1', 'femenino', '3.7', 'Region_4')
(489, '76', 'Secundaria', 'casada', 'Estrato: 1', 'masculino', '3.7', 'Region_4')
(120, '66', 'Profesional', 'casada', 'Estrato: 3', 'femenino', '3.6', 'Region_4')
(136, '60', 'Secundaria', 'soltera', 'Estrato: 2', 'otro', '3.6', 'Region_4')
(168, '70', 'Secundaria', 'soltera', 'Estrato: 4', 'femenino', '3.6', 'Region_4')
(331, '48', 'Secundaria', 'divorciada', 'Estrato: 1', 'femenino', '3.6', 'Region_4')
(341, '27', 'Secundaria', 'casada', 'Estrato: 2', 'masculino', '3.6', 'Region_4')
(442, '25', 'Maestria', 'casada', 'Estrato: 3', 'femenino', '3.6', 'Region_4')
(12, '40', 'Secundaria', 'casada', 'Estrato: 2', 'femenino', '3.5', 'Region_4')
(82, '35', 'Secundaria', 'divorciada', 'Estrato: 2', 'femenino', '3.5', 'Region_4')
(104, '70', 'Profesional', 'soltera', 'Estrato: 1', 'no binario', '3.5', 'Region_4')
(254, '66', 'Secundaria', 'divorciada', 'Estrato: 3', 'masculino', '3.5', 'Region_4')
(323, '65', 'Profesional', 'casada', 'Estrato: 3', 'femenino', '3.5', 'Region_4')
(352, '48', 'Primaria', 'casada', 'Estrato: 2', 'femenino', '3.5', 'Region_4')
(357, '49', 'Secundaria', 'casada', 'Estrato: 1', 'masculino', '3.5', 'Region_4')
(455, '76', 'Secundaria', 'soltera', 'Estrato: 1', 'femenino', '3.5', 'Region_4')
(467, '67', 'Secundaria', 'soltera', 'Estrato: 3', 'no binario', '3.5', 'Region_4')
(482, '35', 'Secundaria', 'divorciada', 'Estrato: 2', 'masculino', '3.5', 'Region_4')
(85, '65', 'Secundaria', 'casada', 'Estrato: 2', 'masculino', '3.4', 'Region_4')
(90, '56', 'Secundaria', 'divorciada', 'Estrato: 3', 'masculino', '3.4', 'Region_4')
(450, '33', 'Profesional', 'divorciada', 'Estrato: 3', 'femenino', '3.4', 'Region_4')
(460, '41', 'Secundaria', 'soltera', 'Estrato: 1', 'femenino', '3.4', 'Region_4')
(470, '35', 'Secundaria', 'divorciada', 'Estrato: 3', 'femenino', '3.4', 'Region_4')
(477, '47', 'Secundaria', 'divorciada', 'Estrato: 3', 'masculino', '3.4', 'Region_4')
(32, '62', 'Secundaria', 'casada', 'Estrato: 2', 'masculino', '3.3', 'Region_4')
(38, '47', 'Secundaria', 'casada', 'Estrato: 5', 'femenino', '3.3', 'Region_4')
(242, '50', 'Profesional', 'casada', 'Estrato: 5', 'femenino', '3.3', 'Region_4')
(462, '75', 'Maestria', 'viuda', 'Estrato: 1', 'femenino', '3.3', 'Region_4')
(31, '53', 'Secundaria', 'divorciada', 'Estrato: 2', 'no binario', '3.2', 'Region_4')
(326, '31', 'Profesional', 'casada', 'Estrato: 3', 'femenino', '3.2', 'Region_4')
(335, '45', 'Maestria', 'casada', 'Estrato: 3', 'femenino', '3.2', 'Region_4')
(475, '29', 'Secundaria', 'soltera', 'Estrato: 2', 'masculino', '3.2', 'Region_4')
(479, '73', 'Secundaria', 'casada', 'Estrato: 3', 'femenino', '3.2', 'Region_4')
(59, '31', 'Secundaria', 'divorciada', 'Estrato: 2', 'masculino', '3.1', 'Region_4')
(174, '50', 'Secundaria', 'viuda', 'Estrato: 3', 'masculino', '3.1', 'Region_4')
(187, '58', 'Secundaria', 'divorciada', 'Estrato: 2', 'femenino', '3.1', 'Region_4')
(190, '70', 'Profesional', 'casada', 'Estrato: 3', 'masculino', '3.1', 'Region_4')
(316, '53', 'Profesional', 'casada', 'Estrato: 3', 'femenino', '3.1', 'Region_4')
(318, '32', 'Profesional', 'soltera', 'Estrato: 1', 'femenino', '3.1', 'Region_4')
(443, '75', 'Secundaria', 'soltera', 'Estrato: 3', 'masculino', '3.1', 'Region_4')
(10, '30', 'Secundaria', 'soltera', 'Estrato: 2', 'femenino', '3.0', 'Region_4')
(47, '52', 'Secundaria', 'divorciada', 'Estrato: 2', 'femenino', '3.0', 'Region_4')
(84, '80', 'Secundaria', 'divorciada', 'Estrato: 2', 'femenino', '3.0', 'Region_4')
(119, '43', 'Secundaria', 'soltera', 'Estrato: 1', 'masculino', '3.0', 'Region_4')
(181, '62', 'Secundaria', 'soltera', 'Estrato: 4', 'femenino', '3.0', 'Region_4')
(265, '36', 'Profesional', 'casada', 'Estrato: 1', 'masculino', '3.0', 'Region_4')
(272, '57', 'Secundaria', 'divorciada', 'Estrato: 2', 'masculino', '3.0', 'Region_4')
(295, '41', 'Profesional', 'soltera', 'Estrato: 2', 'masculino', '3.0', 'Region_4')
(299, '58', 'Maestria', 'casada', 'Estrato: 1', 'masculino', '3.0', 'Region_4')
(340, '34', 'Secundaria', 'soltera', 'Estrato: 2', 'femenino', '3.0', 'Region_4')
(369, '54', 'Secundaria', 'divorciada', 'Estrato: 2', 'no binario', '3.0', 'Region_4')
(446, '24', 'Secundaria', 'divorciada', 'Estrato: 2', 'masculino', '3.0', 'Region_4')
(177, '53', 'Profesional', 'soltera', 'Estrato: 2', 'femenino', '2.9', 'Region_4')
(218, '19', 'Secundaria', 'casada', 'Estrato: 2', 'femenino', '2.9', 'Region_4')
(351, '18', 'Secundaria', 'divorciada', 'Estrato: 5', 'masculino', '2.9', 'Region_4')
(353, '41', 'Secundaria', 'casada', 'Estrato: 2', 'femenino', '2.9', 'Region_4')
(362, '27', 'Secundaria', 'casada', 'Estrato: 3', 'masculino', '2.9', 'Region_4')
(413, '38', 'Secundaria', 'soltera', 'Estrato: 2', 'no binario', '2.9', 'Region_4')
(437, '38', 'Secundaria', 'soltera', 'Estrato: 3', 'masculino', '2.9', 'Region_4')
(27, '75', 'Secundaria', 'soltera', 'Estrato: 3', 'femenino', '2.8', 'Region_4')
(139, '45', 'Secundaria', 'casada', 'Estrato: 2', 'femenino', '2.8', 'Region_4')
(333, '57', 'Primaria', 'divorciada', 'Estrato: 1', 'femenino', '2.8', 'Region_4')
(408, '66', 'Profesional', 'divorciada', 'Estrato: 3', 'masculino', '2.8', 'Region_4')
(86, '41', 'Profesional', 'casada', 'Estrato: 1', 'masculino', '2.7', 'Region_4')
(124, '57', 'Secundaria', 'soltera', 'Estrato: 3', 'femenino', '2.7', 'Region_4')
(310, '52', 'Secundaria', 'casada', 'Estrato: 3', 'femenino', '2.7', 'Region_4')
(469, '50', 'Secundaria', 'viuda', 'Estrato: 3', 'femenino', '2.7', 'Region_4')
(132, '71', 'Secundaria', 'divorciada', 'Estrato: 2', 'masculino', '2.6', 'Region_4')
(269, '47', 'Secundaria', 'soltera', 'Estrato: 1', 'masculino', '2.6', 'Region_4')
(42, '30', 'Secundaria', 'divorciada', 'Estrato: 3', 'masculino', '2.5', 'Region_4')
(78, '73', 'Secundaria', 'casada', 'Estrato: 2', 'no binario', '2.5', 'Region_4')
(125, '39', 'Secundaria', 'divorciada', 'Estrato: 3', 'femenino', '2.5', 'Region_4')
(156, '33', 'Secundaria', 'soltera', 'Estrato: 2', 'femenino', '2.5', 'Region_4')
(204, '66', 'Profesional', 'casada', 'Estrato: 3', 'femenino', '2.5', 'Region_4')
(235, '44', 'Profesional', 'viuda', 'Estrato: 3', 'femenino', '2.5', 'Region_4')
(350, '42', 'Secundaria', 'divorciada', 'Estrato: 4', 'femenino', '2.5', 'Region_4')
(419, '30', 'Secundaria', 'casada', 'Estrato: 2', 'masculino', '2.5', 'Region_4')
(432, '67', 'Secundaria', 'soltera', 'Estrato: 2', 'masculino', '2.5', 'Region_4')
(56, '70', 'Profesional', 'viuda', 'Estrato: 1', 'femenino', '2.4', 'Region_4')
(196, '54', 'Profesional', 'soltera', 'Estrato: 5', 'masculino', '2.4', 'Region_4')
(199, '78', 'Secundaria', 'casada', 'Estrato: 2', 'masculino', '2.4', 'Region_4')
(223, '43', 'Secundaria', 'soltera', 'Estrato: 2', 'femenino', '2.4', 'Region_4')
(229, '33', 'Secundaria', 'soltera', 'Estrato: 2', 'femenino', '2.4', 'Region_4')
(239, '54', 'Secundaria', 'casada', 'Estrato: 1', 'femenino', '2.4', 'Region_4')
(296, '56', 'Secundaria', 'casada', 'Estrato: 5', 'femenino', '2.4', 'Region_4')
(474, '29', 'Secundaria', 'casada', 'Estrato: 2', 'masculino', '2.4', 'Region_4')
(494, '34', 'Secundaria', 'soltera', 'Estrato: 1', 'masculino', '2.4', 'Region_4')
(23, '33', 'Secundaria', 'casada', 'Estrato: 2', 'masculino', '2.3', 'Region_4')
(25, '71', 'Secundaria', 'divorciada', 'Estrato: 1', 'masculino', '2.3', 'Region_4')
(48, '27', 'Secundaria', 'casada', 'Estrato: 2', 'femenino', '2.3', 'Region_4')
(80, '18', 'Profesional', 'divorciada', 'Estrato: 4', 'femenino', '2.3', 'Region_4')
(157, '29', 'Secundaria', 'casada', 'Estrato: 1', 'femenino', '2.3', 'Region_4')
(180, '57', 'Secundaria', 'casada', 'Estrato: 1', 'masculino', '2.3', 'Region_4')
(215, '78', 'Secundaria', 'soltera', 'Estrato: 3', 'masculino', '2.3', 'Region_4')
(292, '75', 'Secundaria', 'divorciada', 'Estrato: 3', 'femenino', '2.3', 'Region_4')
(468, '32', 'Secundaria', 'casada', 'Estrato: 1', 'femenino', '2.3', 'Region_4')
(89, '46', 'Secundaria', 'divorciada', 'Estrato: 1', 'no binario', '2.2', 'Region_4')
(122, '49', 'Secundaria', 'casada', 'Estrato: 4', 'masculino', '2.2', 'Region_4')
(142, '42', 'Secundaria', 'divorciada', 'Estrato: 4', 'femenino', '2.2', 'Region_4')
(197, '80', 'Secundaria', 'soltera', 'Estrato: 1', 'femenino', '2.2', 'Region_4')
(297, '71', 'Profesional', 'soltera', 'Estrato: 3', 'femenino', '2.2', 'Region_4')
(365, '39', 'Profesional', 'casada', 'Estrato: 3', 'masculino', '2.2', 'Region_4')
(8, '51', 'Secundaria', 'soltera', 'Estrato: 2', 'femenino', '2.1', 'Region_4')
(71, '35', 'Secundaria', 'divorciada', 'Estrato: 3', 'masculino', '2.1', 'Region_4')
(88, '36', 'Secundaria', 'casada', 'Estrato: 3', 'no binario', '2.1', 'Region_4')
(105, '43', 'Secundaria', 'casada', 'Estrato: 2', 'femenino', '2.1', 'Region_4')
(128, '31', 'Secundaria', 'soltera', 'Estrato: 1', 'femenino', '2.1', 'Region_4')
(226, '53', 'Profesional', 'divorciada', 'Estrato: 3', 'femenino', '2.1', 'Region_4')
(293, '45', 'Secundaria', 'divorciada', 'Estrato: 3', 'femenino', '2.1', 'Region_4')
(401, '48', 'Secundaria', 'soltera', 'Estrato: 2', 'masculino', '2.1', 'Region_4')
(438, '53', 'Profesional', 'casada', 'Estrato: 2', 'no binario', '2.1', 'Region_4')
(495, '23', 'Secundaria', 'casada', 'Estrato: 5', 'femenino', '2.1', 'Region_4')
(5, '69', 'Secundaria', 'divorciada', 'Estrato: 3', 'no binario', '2.0', 'Region_4')
(245, '19', 'Secundaria', 'soltera', 'Estrato: 2', 'femenino', '2.0', 'Region_4')
(274, '77', 'Secundaria', 'soltera', 'Estrato: 2', 'masculino', '2.0', 'Region_4')
(334, '32', 'Primaria', 'soltera', 'Estrato: 1', 'masculino', '2.0', 'Region_4')
(372, '55', 'Secundaria', 'divorciada', 'Estrato: 4', 'masculino', '2.0', 'Region_4')
(439, '65', 'Profesional', 'casada', 'Estrato: 3', 'femenino', '2.0', 'Region_4')
(461, '20', 'Profesional', 'casada', 'Estrato: 5', 'femenino', '2.0', 'Region_4')
(135, '78', 'Secundaria', 'divorciada', 'Estrato: 3', 'femenino', '1.9', 'Region_4')
(263, '78', 'Profesional', 'divorciada', 'Estrato: 2', 'masculino', '1.9', 'Region_4')
(315, '65', 'Profesional', 'soltera', 'Estrato: 2', 'masculino', '1.9', 'Region_4')
(328, '35', 'Profesional', 'casada', 'Estrato: 2', 'femenino', '1.9', 'Region_4')
(37, '57', 'Primaria', 'divorciada', 'Estrato: 2', 'femenino', '1.8', 'Region_4')
(118, '39', 'Maestria', 'casada', 'Estrato: 2', 'femenino', '1.8', 'Region_4')
(143, '21', 'Profesional', 'soltera', 'Estrato: 3', 'femenino', '1.8', 'Region_4')
(219, '53', 'Secundaria', 'casada', 'Estrato: 3', 'masculino', '1.8', 'Region_4')
(380, '21', 'Primaria', 'divorciada', 'Estrato: 2', 'masculino', '1.8', 'Region_4')
(473, '64', 'Secundaria', 'casada', 'Estrato: 2', 'masculino', '1.8', 'Region_4')
(155, '29', 'Secundaria', 'soltera', 'Estrato: 3', 'femenino', '1.7', 'Region_4')
(171, '69', 'Secundaria', 'soltera', 'Estrato: 2', 'femenino', '1.6', 'Region_4')
(237, '20', 'Secundaria', 'divorciada', 'Estrato: 2', 'femenino', '1.6', 'Region_4')
(354, '77', 'Secundaria', 'soltera', 'Estrato: 5', 'masculino', '1.6', 'Region_4')
(72, '74', 'Secundaria', 'soltera', 'Estrato: 2', 'masculino', '1.5', 'Region_4')
(276, '77', 'Secundaria', 'divorciada', 'Estrato: 2', 'masculino', '1.5', 'Region_4')
(414, '31', 'Primaria', 'casada', 'Estrato: 3', 'femenino', '1.5', 'Region_4')
(114, '42', 'Profesional', 'casada', 'Estrato: 4', 'femenino', '1.4', 'Region_4')
(232, '22', 'Profesional', 'divorciada', 'Estrato: 1', 'femenino', '1.4', 'Region_4')
(255, '60', 'Secundaria', 'divorciada', 'Estrato: 2', 'femenino', '1.4', 'Region_4')
(284, '61', 'Secundaria', 'divorciada', 'Estrato: 3', 'femenino', '1.4', 'Region_4')
(141, '78', 'Profesional', 'soltera', 'Estrato: 2', 'femenino', '1.3', 'Region_4')
(208, '21', 'Profesional', 'casada', 'Estrato: 2', 'femenino', '1.3', 'Region_4')
(448, '43', 'Profesional', 'casada', 'Estrato: 3', 'femenino', '1.3', 'Region_4')
(127, '27', 'Profesional', 'casada', 'Estrato: 3', 'femenino', '1.2', 'Region_4')
(379, '35', 'Secundaria', 'casada', 'Estrato: 3', 'masculino', '1.2', 'Region_4')
(415, '39', 'Secundaria', 'soltera', 'Estrato: 2', 'femenino', '1.2', 'Region_4')
(57, '31', 'Secundaria', 'casada', 'Estrato: 2', 'femenino', '1.1', 'Region_4')
(238, '39', 'Secundaria', 'casada', 'Estrato: 2', 'masculino', '1.1', 'Region_4')
(16, '76', 'Secundaria', 'casada', 'Estrato: 3', 'masculino', '1.0', 'Region_4')
(28, '38', 'Secundaria', 'soltera', 'Estrato: 3', 'femenino', '1.0', 'Region_4')
(225, '27', 'Profesional', 'divorciada', 'Estrato: 2', 'femenino', '1.0', 'Region_4')
(399, '22', 'Secundaria', 'divorciada', 'Estrato: 3', 'femenino', '1.0', 'Region_4')
(346, '70', 'Secundaria', 'soltera', 'Estrato: 2', 'femenino', '0.9', 'Region_4')
(279, '29', 'Profesional', 'soltera', 'Estrato: 1', 'masculino', '0.7', 'Region_4')
(464, '72', 'Secundaria', 'casada', 'Estrato: 3', 'masculino', '0.7', 'Region_4')
(423, '24', 'Secundaria', 'casada', 'Estrato: 3', 'no binario', '0.5', 'Region_4')
(435, '71', 'Secundaria', 'casada', 'Estrato: 1', 'masculino', '0.3', 'Region_4')
(436, '19', 'Secundaria', 'casada', 'Estrato: 3', 'masculino', '0.3', 'Region_4')
(211, '21', 'Profesional', 'casada', 'Estrato: 2', 'masculino', '0.2', 'Region_4')
(164, '43', 'Secundaria', 'soltera', 'Estrato: 2', 'otro', '0.1', 'Region_4')
(485, '19', 'Secundaria', 'soltera', 'Estrato: 2', 'femenino', '0.1', 'Region_4')
(77, '22', 'Profesional', 'divorciada', 'Estrato: 1', 'no binario', '0.0', 'Region_4')
(87, '46', 'Profesional', 'casada', 'Estrato: 4', 'masculino', '0.0', 'Region_4')
(383, '67', 'Secundaria', 'divorciada', 'Estrato: 3', 'femenino', '0.0', 'Region_4')
(478, '27', 'Secundaria', 'casada', 'Estrato: 2', 'femenino', '4.6', 'Region_5')
(49, '20', 'Secundaria', 'soltera', 'Estrato: 3', 'masculino', '4.5', 'Region_5')
(488, '39', 'Secundaria', 'soltera', 'Estrato: 3', 'masculino', '3.3', 'Region_5')
(102, '45', 'Profesional', 'casada', 'Estrato: 1', 'masculino', '3.1', 'Region_5')
(195, '75', 'Secundaria', 'casada', 'Estrato: 4', 'otro', '3.1', 'Region_5')
(456, '80', 'Secundaria', 'divorciada', 'Estrato: 2', 'otro', '3.0', 'Region_5')
(220, '43', 'Secundaria', 'divorciada', 'Estrato: 4', 'femenino', '2.9', 'Region_5')
(6, '79', 'Secundaria', 'casada', 'Estrato: 4', 'masculino', '2.7', 'Region_5')
(97, '31', 'Profesional', 'casada', 'Estrato: 4', 'femenino', '1.9', 'Region_5')
(375, '21', 'Secundaria', 'casada', 'Estrato: 3', 'no binario', '1.5', 'Region_5')
(83, '38', 'Maestria', 'divorciada', 'Estrato: 1', 'masculino', '1.2', 'Region_5')
(280, '36', 'Secundaria', 'soltera', 'Estrato: 2', 'femenino', '1.2', 'Region_5')
(301, '30', 'Secundaria', 'casada', 'Estrato: 4', 'masculino', '0.9', 'Region_5')
(241, '54', 'Secundaria', 'divorciada', 'Estrato: 3', 'no binario', '0.5', 'Region_5')
(417, '18', 'Secundaria', 'casada', 'Estrato: 2', 'femenino', '0.2', 'Region_5')
